product_id,record_id,settlement,source_file_token,task_id,source_path,generated_path,final_path,upload_status,uploaded_file_token,uploaded_at,run_root
JH491,recvlngkmPxJFg,设计款（2.5倍率）,WFmqb0WOGoXjstxPXlJcXhXwnuB,jewelry-white-bg-JH491-20260612122948,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH491_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH491_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH491_white_bg_watermarked.png,uploaded,BXMBbhCjWoxBzbxPyzLcJjAYn3f,2026-06-12T12:34:18,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH492,recvlsDqIWU1E6,设计款（2.5倍率）,EoJUbZihWolfF7xEX7ucpGhInUg,jewelry-white-bg-JH492-20260612122956,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH492_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH492_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH492_white_bg_watermarked.png,uploaded,WZIYbyHqCouzuVxpMjPckz6znhe,2026-06-12T12:34:21,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH495,recvlsDw2vsR5F,设计款（2.5倍率）,L1NXbBsbko3jcyxe8XSc5l2cn81,jewelry-white-bg-JH495-20260612123001,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH495_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH495_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH495_white_bg_watermarked.png,uploaded,R5YWbUv74oMe18x68GPceMgAnNb,2026-06-12T12:34:24,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH482,recvlmw3Ao4Uqk,设计款（2.5倍率）,GnxZbmDN5oLzS3xCb2rcW88Lnyg,jewelry-white-bg-JH482-20260612122842,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH482_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH482_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH482_white_bg_watermarked.png,uploaded,EQebbXQokos8Scxx7tucm4q1nib,2026-06-12T12:34:26,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH483,recvlmw3AoSTZY,设计款（2.5倍率）,ViVSbD30RoOnKix4GGVcIg3jn8f,jewelry-white-bg-JH483-20260612122849,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH483_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH483_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH483_white_bg_watermarked.png,uploaded,OXwrbatJio4dgCxeZLScsOaSnWh,2026-06-12T12:34:29,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH501,recvlsGryFTJh2,1.7倍率,K2DUbtjoTo4TruxRuTocrDhRn2c,jewelry-white-bg-JH501-20260612123437,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH501_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH501_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH501_white_bg_watermarked.png,uploaded,Hs7SbEavFop9H3xlj9ScOzgZnpf,2026-06-12T12:39:15,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH502,recvlsKG0lPDG4,设计款（2.5倍率）,V4Lfbz0CeoaZyzxdyioc9twGnKb,jewelry-white-bg-JH502-20260612123444,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH502_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH502_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH502_white_bg_watermarked.png,uploaded,JIY4bpu2UoUAypxKzECcMyp3nzh,2026-06-12T12:39:18,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH507,recvlsKG0lOCMk,设计款（2.5倍率）,OCfxbP3TPo7kDMxHIB9cpTeSn4c,jewelry-white-bg-JH507-20260612123451,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH507_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH507_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH507_white_bg_watermarked.png,uploaded,FojObaTxyoqS9mxuYgKccK8LnWd,2026-06-12T12:39:21,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH508,recvlsKG0lQL6J,设计款（2.5倍率）,Aq80bR5bsoI2afxFrCtcCDmgncf,jewelry-white-bg-JH508-20260612123458,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH508_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH508_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH508_white_bg_watermarked.png,uploaded,L0S4bBwcAolAcexcUbYcEjfHnXb,2026-06-12T12:39:24,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH510,recvlsKG0lUS7B,1.7倍率,JGvAblqeUoQkdlxvySxcoYNln1g,jewelry-white-bg-JH510-20260612123503,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH510_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH510_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH510_white_bg_watermarked.png,uploaded,NxesbGTwto4KVCxFWVocVFGQnTc,2026-06-12T12:39:27,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH513,recvlytZXmVCfR,1.7倍率,T3mOb9fZbotXzjxIEZvcP7Gpn7f,jewelry-white-bg-JH513-20260612123510,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH513_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH513_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH513_white_bg_watermarked.png,uploaded,JNaVbVTT7o5l2sxuLAtc0BoZnYc,2026-06-12T12:39:30,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH517,recvlyA5ga62GY,设计款（2.5倍率）,NfnybPDhLo5PY8xmJmOcz3ivnMb,jewelry-white-bg-JH517-20260612123517,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH517_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH517_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH517_white_bg_watermarked.png,uploaded,ShCbb5OS2o3AumxfM6kcDyqmncf,2026-06-12T12:39:32,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH518,recvlyA5gaCZXy,设计款（2.5倍率）,EJU5bhizHoXEG5xz7KJcCu9Pnzc,jewelry-white-bg-JH518-20260612123523,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH518_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH518_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH518_white_bg_watermarked.png,uploaded,LNNEbHJVuoZXNdxd0OtcsSclndc,2026-06-12T12:39:35,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH519,recvlyA5gam6sL,设计款（2.5倍率）,K6cDbIYAsok2wcxUwEdcR3ePnKh,jewelry-white-bg-JH519-20260612123542,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH519_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH519_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH519_white_bg_watermarked.png,uploaded,Zt2AbCPDiooJA1x5SF1cEPnqnv4,2026-06-12T12:39:38,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH520,recvlyA5gawdt7,设计款（2.5倍率）,DEZZb0eY2ooxCCxqJGkcwyinn6W,jewelry-white-bg-JH520-20260612123549,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH520_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH520_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH520_white_bg_watermarked.png,uploaded,NZgmb8YfAoRR3rxtd9fcUXmTnvc,2026-06-12T12:39:41,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH521,recvlyExTN9VBf,设计款（2.5倍率）,GvCrb2a37oXpKNxDwO3cXD0Yn9f,jewelry-white-bg-JH521-20260612123557,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH521_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH521_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH521_white_bg_watermarked.png,uploaded,DcjUb0EoUoD9QqxWNQ8c0a16npc,2026-06-12T12:39:43,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH496,recvlsDw2vxs4c,设计款（2.5倍率）,B0aAb9E4moYJD9xAh5PcR5lFnub,jewelry-white-bg-JH496-20260612123430,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH496_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH496_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH496_white_bg_watermarked.png,uploaded,SBLUbVk0BoOBRIx4sYpcIoFjnQc,2026-06-12T12:39:46,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH522,recvlyEzt6s6ZP,设计款（2.5倍率）,Xccob2nZqoyLyfxODd9cxMFGnZe,jewelry-white-bg-JH522-20260612123948,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH522_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH522_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH522_white_bg_watermarked.png,uploaded,Hj7Gb1zvIoTTAFxINHxcwVQgnmg,2026-06-12T12:45:04,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH523,recvlyEDj0QVCP,1.7倍率,B44cb6uB6oONOpxMbD5cB2mznBh,jewelry-white-bg-JH523-20260612123953,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH523_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH523_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH523_white_bg_watermarked.png,uploaded,MIVEbOic8o48QDxVUeFcIKKRnCd,2026-06-12T12:45:07,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH525,recvlyEDj0iLHd,1.7倍率,ZDRBbaDsgo22qzx7imGcxzcIn7d,jewelry-white-bg-JH525-20260612123958,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH525_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH525_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH525_white_bg_watermarked.png,uploaded,Nxb3bxkC0op1mgxPDrVcw47unlf,2026-06-12T12:45:10,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH526,recvlyEDj00lSj,设计款（2.5倍率）,DIFKbNOkQoDniUx95lscyQ36nHd,jewelry-white-bg-JH526-20260612124003,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH526_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH526_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH526_white_bg_watermarked.png,uploaded,WhjYbdLcvog5h2xqL3CcTAX3nTg,2026-06-12T12:45:13,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH533,recvlyYelmKDEB,设计款（2.5倍率）,MyzzbnNEsoPgh1xrSPrcVMLgnwg,jewelry-white-bg-JH533-20260612124010,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH533_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH533_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH533_white_bg_watermarked.png,uploaded,UtVvb20rXoQiuRx3BVGcmFrAnyf,2026-06-12T12:45:17,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH534,recvlyYelm6OPR,设计款（2.5倍率）,BADjbdnlhoPqRsxvWv5cr44unTg,jewelry-white-bg-JH534-20260612124016,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH534_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH534_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH534_white_bg_watermarked.png,uploaded,Xsy6bQ1MzoMh4CxHLDzctNRpnec,2026-06-12T12:45:20,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH536,recvlyYelmpWcf,设计款（2.5倍率）,YRk7bXlD8oR6DUxNncTckH60nVc,jewelry-white-bg-JH536-20260612124022,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH536_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH536_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH536_white_bg_watermarked.png,uploaded,N3L3bWtAeoozgWxUEeOcnkWpn2g,2026-06-12T12:45:23,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH537,recvlyYelmF0ve,设计款（2.5倍率）,FMUAbn5VQopSyRxrPB3cady5ndf,jewelry-white-bg-JH537-20260612124028,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH537_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH537_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH537_white_bg_watermarked.png,uploaded,Dj64bocHWoH5OxxTTDqcOVKPnGh,2026-06-12T12:45:26,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH538,recvlyYelmPiYW,设计款（2.5倍率）,HmVhb5QmkobhvOxrLvwcQLsonNe,jewelry-white-bg-JH538-20260612124034,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH538_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH538_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH538_white_bg_watermarked.png,uploaded,HbYbbVYDaok9z6xiUTQcVyHHn3e,2026-06-12T12:45:30,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH539,recvlyYelmIcZR,设计款（2.5倍率）,MYRyb69dEovjG7xRSxhcEIsmnFM,jewelry-white-bg-JH539-20260612124039,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH539_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH539_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH539_white_bg_watermarked.png,uploaded,Of5KbfWKjod1LqxcGvxc9PoEnoh,2026-06-12T12:45:33,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH545,recvlyYelmpK4d,,FAxobqHejowjojxvoV7cV7zMnMf,jewelry-white-bg-JH545-20260612124046,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH545_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH545_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH545_white_bg_watermarked.png,uploaded,KCsobdl3hoDVoNxocfxclzJTncf,2026-06-12T12:45:36,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH546,recvlyYelmJgWR,,YgEmbUfRworWjIx0deCcmHZmnib,jewelry-white-bg-JH546-20260612124051,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH546_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH546_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH546_white_bg_watermarked.png,uploaded,EvnGbRPaooJ6gIxxI8GcjnPznuh,2026-06-12T12:45:39,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH547,recvlyYelmbCd5,设计款（2.5倍率）,KWPObc4HioajVaxIzGXc5F8enic,jewelry-white-bg-JH547-20260612124541,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH547_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH547_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH547_white_bg_watermarked.png,uploaded,PA5Vblnqvo18HdxtdqecoCzBnRe,2026-06-12T12:52:04,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH563,recvlWLnffKMfp,设计款（2.5倍率）,UrbhbB4wVok1P0xgSMdcMBPdnkh,jewelry-white-bg-JH563-20260612124558,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH563_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH563_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH563_white_bg_watermarked.png,uploaded,AsWzbrn3noT7GaxyR6ucqmhZnBh,2026-06-12T12:52:08,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH548,recvlyYelmrTzj,设计款（2.5倍率）,Cm9PblxhcoGC6Yx3PIBczbxrnv2,jewelry-white-bg-JH548-20260612124546,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH548_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH548_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH548_white_bg_watermarked.png,uploaded,RDB6bY6jropn58xA6ygc8ZevnCf,2026-06-12T12:52:12,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH549,recvlyYelmJqTc,设计款（2.5倍率）,OoHvbPUZEomJGixcjVBcQCITnBB,jewelry-white-bg-JH549-20260612124552,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH549_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH549_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH549_white_bg_watermarked.png,uploaded,WjBvbpUXQoKIdVx6UHTchMPunif,2026-06-12T12:52:15,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH564,recvlWLnffiZ0O,设计款（2.5倍率）,Qcgib2MhQoJM7kxpBnecNEizngd,jewelry-white-bg-JH564-20260612124603,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH564_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH564_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH564_white_bg_watermarked.png,uploaded,YTrObSxLpozNxbx5htWcyCpDnZd,2026-06-12T12:52:19,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH565,recvlWLnffcNmT,设计款（2.5倍率）,RrFIbV4COon0uMxINiwcrUIxnNg,jewelry-white-bg-JH565-20260612124609,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH565_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH565_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH565_white_bg_watermarked.png,uploaded,FjZmbdwycooutIx5JPAcHWPunoc,2026-06-12T12:52:22,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH566,recvlWLnffmuGV,设计款（2.5倍率）,JlJQbGFJzoaX3rxobyac1LKDn6f,jewelry-white-bg-JH566-20260612124615,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH566_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH566_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH566_white_bg_watermarked.png,uploaded,Ay33bB2LzoK7D7xCb32cZ54Rnmd,2026-06-12T12:52:26,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH567,recvlWLnffUjfr,设计款（2.5倍率）,TfR6bTMBUojbR4xDKwucwsaknmg,jewelry-white-bg-JH567-20260612124621,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH567_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH567_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH567_white_bg_watermarked.png,uploaded,HQhVbEhVnohqIMxfz5Wc1vBknnf,2026-06-12T12:52:29,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
